Application Date,Age,Annual Income,Credit Score,Employment Status,Experience,Loan Amount,Loan Duration,Home Ownership Status,Monthly Debt Payments,CreditCard Utilization Rate,Number Of Open CreditLines,Number Of CreditInquiries,Debt To Income Ratio,Bankruptcy History,Loan Purpose,Payment History,Length Of Credit History,Total Assets,Total Liabilities,Monthly Income,Job Tenure,Net Worth,Interest Rate,Monthly Loan Payment,Loan Approved,Risk Score
07/16/2045,45,59599,596,Employed,24,15075,96,Mortgage,168,0.635277334142884,1,2,0.184622182386241,0,Home,26,3,43943,24427,4966.58333333333,3,19516,0.250490605535805,364.893612954338,0,55
07/17/2045,22,23216,602,Employed,0,12696,36,Mortgage,701,0.211898133981319,2,1,0.178621423568076,0,Other,25,1,198830,26900,1934.66666666666,10,171930,0.191192327812143,466.150547790075,0,49
07/18/2045,41,83708,540,Self-Employed,18,42251,72,Other,185,0.202662877723798,2,0,0.0608915423570163,0,Home,28,25,34757,14052,6975.66666666666,6,20705,0.322197403016488,1332.15269159415,0,52
07/19/2045,42,57225,587,Employed,18,17583,72,Mortgage,582,0.365035157941463,1,1,0.515296213942982,0,Home,20,9,7979,24754,4768.75,3,7227,0.233191961991627,455.664994466518,0,59
07/20/2045,50,15531,626,Employed,27,24169,36,Mortgage,391,0.0222954831712774,1,0,0.0924959699624508,0,Auto,17,4,76534,109846,1294.25,7,1380,0.205550915279589,905.057046687632,0,51
07/21/2045,61,62358,647,Employed,37,17623,24,Rent,1008,0.622707769220159,3,2,0.270652519839768,0,Debt Consolidation,21,15,136510,22480,5196.5,10,114030,0.187052343954454,885.829275081525,0,47
07/22/2045,23,90803,447,Employed,0,58012,60,Own,223,0.220245324792045,3,1,0.29390103587603,0,Auto,21,27,10893,32011,7566.91666666666,6,5893,0.311755018097527,1918.98697516137,0,57
07/23/2045,39,45834,586,Employed,16,11772,48,Rent,90,0.147208319107711,5,2,0.229054680514017,0,Home,18,24,83296,3047,3819.5,4,80249,0.225394633142988,374.345807521217,1,40
07/24/2045,36,27937,587,Employed,11,62249,24,Rent,372,0.0510119964401704,4,0,0.370069804193223,0,Debt Consolidation,19,16,65115,31934,2328.08333333333,3,33181,0.247166405235141,3313.48027826139,0,55
07/25/2045,45,35610,587,Employed,22,46240,60,Mortgage,212,0.335715642340714,1,2,0.122849921238454,0,Education,23,29,232682,35469,2967.5,3,197213,0.226737199682799,1294.87383565601,0,47
07/26/2045,42,32844,549,Employed,15,13346,24,Mortgage,170,0.135608776655454,3,1,0.074814027146862,0,Education,14,12,40307,23016,2737,5,17291,0.203541500027253,681.566584021945,0,50
07/27/2045,35,19572,603,Employed,11,22150,48,Mortgage,285,0.326042271327052,1,1,0.41724855785917,0,Education,30,29,58970,31454,1631,7,27516,0.233569371631549,714.278772037469,0,55
07/28/2045,34,105312,562,Employed,14,9781,72,Own,639,0.209691915948605,0,1,0.342821055718876,0,Debt Consolidation,28,7,118058,15273,8776,4,102785,0.1950248,231.470429478329,1,40
07/29/2045,26,71910,546,Unemployed,4,11775,60,Other,2093,0.307142668460291,2,0,0.458545239686563,0,Home,23,15,106731,11000,5992.5,3,95731,0.228522599592192,330.944070069586,0,63
07/30/2045,51,93556,528,Employed,28,25062,108,Rent,1096,0.622310429772541,1,1,0.169594649884635,0,Auto,21,28,26267,80168,7796.33333333333,9,7446,0.303437435802513,679.53574639146,0,51
07/31/2045,45,22960,616,Unemployed,22,27251,60,Own,603,0.0506586197733076,1,0,0.0872284910739566,0,Home,28,8,103006,23252,1913.33333333333,3,79754,0.235898166921808,777.481214780693,0,56
08/01/2045,51,51876,627,Employed,27,15559,36,Rent,163,0.194360092221264,1,0,0.0947863095821963,0,Home,23,24,100795,6573,4323,3,94222,0.16915724477102,554.068422521005,1,35.2
08/02/2045,36,86373,566,Employed,12,25981,36,Mortgage,489,0.322173353875001,5,1,0.498309540835328,1,Home,20,28,100500,6897,7197.75,5,93603,0.222416643184175,995.477260636737,0,65
08/03/2045,32,33093,536,Unemployed,12,18992,60,Mortgage,356,0.541557646998645,3,2,0.080239645899046,0,Debt Consolidation,20,14,101659,17556,2757.75,4,84103,0.221128698188195,525.757898140851,0,59
08/04/2045,27,37060,589,Employed,2,29202,60,Mortgage,407,0.596653162937393,1,0,0.327308675051185,0,Debt Consolidation,31,20,35930,72839,3088.33333333333,2,4792,0.267772678326667,887.809217406113,0,62
08/05/2045,44,20315,602,Employed,22,33150,36,Mortgage,741,0.207096312254007,1,0,0.378142399451754,0,Debt Consolidation,21,19,104914,21471,1692.91666666666,5,83443,0.217576111781349,1261.86045774399,0,51
08/06/2045,27,83046,517,Employed,6,22327,60,Rent,326,0.219983538452392,5,1,0.515821204542587,0,Debt Consolidation,21,3,56712,15908,6920.5,8,40804,0.228724105059106,627.773043724212,1,48
08/07/2045,62,46772,566,Employed,41,32098,60,Other,291,0.149329261478444,1,3,0.107605995935942,0,Home,30,24,27935,23460,3897.66666666666,1,4475,0.264529874020734,969.655846025204,0,50
08/08/2045,24,36768,598,Employed,0,33219,12,Mortgage,528,0.243227907636494,5,1,0.364470614705093,0,Home,21,1,118639,1577,3064,2,117062,0.225847135931298,3118.46735755686,0,55
08/09/2045,43,23314,550,Employed,21,28477,60,Rent,678,0.119193355886194,2,2,0.156750179724607,0,Other,19,9,46946,17595,1942.83333333333,5,29351,0.276711130299813,881.013145229389,0,52
08/10/2045,58,149456,639,Self-Employed,37,17227,36,Mortgage,485,0.589931171138794,3,1,0.316551789930545,0,Education,24,17,51719,2806,12454.6666666666,5,48913,0.191950873711831,633.17374278216,1,42.4
08/11/2045,47,42585,547,Employed,25,13984,24,Mortgage,219,0.283030228379596,3,0,0.423861932541798,0,Home,22,1,141638,13508,3548.75,2,128130,0.247898687031687,744.873810079625,0,57
08/12/2045,42,94771,632,Employed,23,16012,84,Other,172,0.664196211691953,2,0,0.164119124936533,0,Debt Consolidation,26,1,98233,11703,7897.58333333333,2,86530,0.225549656820889,380.601975925791,1,40
08/13/2045,28,90504,445,Employed,7,39448,120,Mortgage,757,0.197749172995768,3,1,0.249931546878534,1,Other,23,5,42185,17118,3865.58333333333,3,25067,0.340723311430829,1160.38721032927,0,64
08/14/2045,23,24816,607,Employed,3,24594,36,Mortgage,462,0.395088831661746,0,1,0.485856294331125,0,Home,30,18,42132,21465,2068,5,20667,0.186525788064002,897.203944912847,0,55
08/15/2045,49,24438,596,Employed,27,14188,24,Mortgage,175,0.153116691640389,4,1,0.369120266721927,0,Other,25,5,28130,10344,2036.5,10,17786,0.212243845322801,730.624260139211,0,63
08/16/2045,58,42046,487,Employed,34,36842,72,Mortgage,315,0.186549421816562,2,0,0.252999963635104,0,Other,20,16,91467,38243,3503.83333333333,3,53224,0.279322037784223,1059.7204471638,0,50
08/17/2045,34,91352,605,Employed,10,39051,12,Mortgage,522,0.34261533880699,3,0,0.507252612185941,0,Other,22,25,94697,16779,7612.66666666666,2,77918,0.166652712862284,3555.43641020503,1,41.6
08/18/2045,26,15000,564,Employed,1,17540,36,Other,461,0.45977211298798,4,1,0.319658467690521,0,Auto,33,4,40759,1552,1250,5,39207,0.235457626387493,683.967905112637,0,60
08/19/2045,18,129757,454,Employed,0,17718,120,Own,615,0.239437241323101,8,1,0.524641216872798,0,Home,26,4,16600,24967,10813.0833333333,5,2833,0.323104191619847,497.584499314115,0,59
08/20/2045,28,66983,524,Employed,7,62958,48,Own,198,0.113190943380087,3,0,0.0853318115636063,1,Home,31,18,42468,14951,5581.91666666666,3,27517,0.309364771141332,2301.28475151573,0,61
08/21/2045,38,60126,627,Employed,15,13773,24,Mortgage,543,0.140133728300697,3,0,0.128742943140559,0,Home,39,17,30448,10261,5010.5,1,20187,0.20317523771555,703.126152357104,1,36.8
08/22/2045,59,55630,597,Employed,37,66413,48,Mortgage,202,0.074084749498863,2,0,0.121864422162484,0,Debt Consolidation,28,25,38031,55141,4635.83333333333,5,9913,0.241941422623409,2172.31989107027,0,49
08/23/2045,48,77982,634,Employed,30,12420,72,Mortgage,323,0.415151775145481,5,1,0.116316517670185,0,Auto,24,16,26157,15526,6498.5,4,10631,0.168336,275.145023273283,1,38.4
08/24/2045,43,21595,567,Employed,23,21982,72,Own,496,0.100569977432189,3,3,0.323470803028257,0,Debt Consolidation,37,26,33497,40110,1799.58333333333,4,10147,0.23025002355301,565.77540242032,0,55
08/25/2045,35,66620,631,Employed,13,11077,72,Mortgage,513,0.0802674756502506,5,1,0.241446664765475,0,Auto,24,1,41988,56546,5551.66666666666,4,6950,0.195268144339882,262.29599484099,1,41.6
08/26/2045,33,60929,617,Unemployed,11,11612,60,Own,169,0.246964325390844,5,1,0.243179291987629,0,Home,23,27,154595,32685,5077.41666666666,2,121910,0.22254397991329,322.392648916633,1,43.2
08/27/2045,56,176243,604,Employed,32,9706,48,Rent,322,0.067358842828355,6,1,0.403871857869045,0,Debt Consolidation,23,17,9893,10839,14686.9166666666,3,5439,0.189202391942419,289.80219201273,1,40
08/28/2045,42,38769,598,Employed,19,27152,96,Other,237,0.319279562808667,4,1,0.447722338154057,0,Debt Consolidation,28,10,229739,10093,3230.75,3,219646,0.283723029148263,718.168836441975,0,53
08/29/2045,18,38987,582,Employed,0,26384,108,Own,228,0.134251055451309,4,2,0.197568448999316,0,Debt Consolidation,22,29,37546,13157,3248.91666666666,7,24389,0.267118358524135,647.355381937676,0,50
08/30/2045,31,52604,635,Self-Employed,7,12149,60,Rent,365,0.159201136634881,3,1,0.241909760989485,0,Education,31,17,43930,16467,4383.66666666666,3,27463,0.211805519171815,329.906384712028,0,51
08/31/2045,29,46396,492,Employed,6,15173,48,Rent,332,0.418912445146071,3,2,0.09898789876865,0,Debt Consolidation,33,20,302388,29154,2022.5,8,273234,0.244491869540859,498.443042577045,0,46
09/01/2045,33,99545,572,Employed,9,26613,36,Rent,672,0.238700933800991,3,1,0.323379138918615,0,Debt Consolidation,22,27,4857,2569,8295.41666666666,2,2288,0.184549582429037,968.208461781038,1,42.4
09/02/2045,46,30451,525,Self-Employed,21,13885,12,Mortgage,487,0.108430353857108,4,1,0.272506977422442,0,Other,27,11,28739,27631,2537.58333333333,7,1108,0.17490852359343,1269.61464473993,0,55
09/03/2045,38,17357,576,Employed,16,22538,48,Mortgage,826,0.431131810132648,2,0,0.129761785770199,0,Other,25,28,120827,24391,1446.41666666666,2,96436,0.192426368276594,676.77794738987,0,57
09/04/2045,39,50681,436,Employed,14,24950,36,Mortgage,536,0.17140504375051,2,1,0.039932664344585,0,Auto,21,8,12223,38261,4223.41666666666,6,10746,0.299211803165294,1058.09000881323,0,50
09/05/2045,55,36776,506,Employed,34,13216,48,Mortgage,388,0.171077002767565,2,0,0.567882065361906,0,Home,23,11,112894,45571,3064.66666666666,2,67323,0.215261824257191,412.992174243898,0,56
09/06/2045,31,52245,602,Employed,10,27697,36,Mortgage,479,0.152204543754758,4,2,0.435876884354858,1,Home,27,25,128667,64364,4353.75,6,64303,0.23138609864304,1074.14512434702,0,62
09/07/2045,62,98998,482,Employed,39,41684,12,Mortgage,509,0.516834755718908,3,1,0.142347374250348,0,Education,27,8,134213,30474,8249.83333333333,4,103739,0.27698756839619,4016.61462664925,0,47
09/08/2045,31,46357,609,Employed,9,32054,24,Rent,231,0.210597690079244,1,3,0.821622138626568,1,Debt Consolidation,24,20,16914,2851,3863.08333333333,3,14063,0.194585920628618,1622.94868911016,0,68
09/09/2045,41,52458,500,Employed,18,19781,12,Own,376,0.0137735988933368,2,2,0.0521305245216189,0,Home,16,2,269670,21413,4371.5,6,248257,0.249324080173137,1879.42061877934,0,49
09/10/2045,36,15000,598,Employed,10,23680,108,Rent,615,0.089780925335999,5,3,0.020034836286108,0,Education,32,3,41482,21871,1250,4,19611,0.249991966032907,552.967001993072,0,60
09/11/2045,41,84613,650,Employed,18,26307,24,Rent,563,0.0254171171693963,5,1,0.219722514235021,0,Home,17,18,37383,27916,7051.08333333333,7,9467,0.179236375767439,1312.38291642741,1,35.2
09/12/2045,45,63075,570,Employed,22,16572,84,Other,1079,0.278310720045224,0,1,0.442088648372845,0,Auto,35,28,434802,53233,5256.25,6,381569,0.232663161023686,401.272603566483,1,40
09/13/2045,45,171555,648,Self-Employed,24,8538,36,Mortgage,185,0.275303800223945,3,3,0.386501785517741,0,Auto,28,19,40217,21480,14296.25,5,18737,0.173720298963809,305.986173433471,1,41.6
09/14/2045,30,122828,623,Employed,11,43716,36,Mortgage,252,0.0386415720561551,2,1,0.276436015311687,0,Home,19,23,11732,3854,10235.6666666666,4,7878,0.222624228948582,1675.47454796974,0,52
09/15/2045,26,17037,535,Employed,4,15216,24,Own,700,0.397951001213185,4,3,0.270765170584894,0,Auto,35,28,5957,7786,1419.75,3,10234,0.229445858110196,796.493669296195,0,54
09/16/2045,70,113277,671,Employed,45,61521,48,Own,466,0.407367140375675,3,2,0.12241208676986,0,Debt Consolidation,20,20,134904,16327,9439.75,6,118577,0.219565669104765,1936.83506447416,0,40
09/17/2045,34,19993,615,Employed,12,23968,48,Mortgage,254,0.0960467643604042,1,1,0.228234636275626,0,Other,39,19,201354,13029,1666.08333333333,1,188325,0.226528763895968,763.658522459345,0,46
09/18/2045,48,92213,573,Employed,25,11873,36,Mortgage,307,0.331997320543933,1,0,0.324625332594437,0,Debt Consolidation,28,6,47956,39703,7684.41666666666,4,8253,0.18334926576404,431.234875237728,1,44
09/19/2045,20,85220,453,Employed,0,22251,60,Other,288,0.232162275519839,4,0,0.178163010286834,0,Auto,21,29,24390,5006,7101.66666666666,5,19384,0.273960173023229,684.718087886416,1,39.2
09/20/2045,36,139145,617,Employed,11,14513,48,Mortgage,157,0.0653175541795567,3,0,0.213938342404848,0,Auto,23,10,178239,5034,11595.4166666666,5,173205,0.175611995823022,422.998866819714,1,33.6
09/21/2045,38,40653,560,Employed,15,17285,120,Mortgage,319,0.596805373080592,6,2,0.40386152422635,0,Home,21,23,33086,33109,3387.75,5,4215,0.337906977716558,504.75068820731,0,58
09/22/2045,45,94334,642,Employed,22,30239,84,Rent,757,0.457333106415248,2,1,0.242457039827875,0,Home,19,20,27958,118731,7861.16666666666,2,7868,0.250223177846328,765.830101873328,0,49
09/23/2045,18,92094,565,Employed,0,72738,36,Mortgage,481,0.298794983840848,4,4,0.121915283504638,1,Auto,30,6,97152,20383,7674.5,3,76769,0.300686325414871,3090.57774667031,0,61
09/24/2045,41,74441,592,Employed,20,45391,36,Rent,326,0.167620520207898,2,0,0.374238241018419,0,Home,16,24,28721,16063,6203.41666666666,7,12658,0.223151589934405,1740.91221640299,0,59
09/25/2045,26,19186,624,Employed,4,57382,60,Mortgage,299,0.177436714476837,5,1,0.114186169597781,0,Auto,28,23,74411,6839,1598.83333333333,8,67572,0.229012147826972,1614.37050474055,0,46
09/26/2045,43,56759,622,Employed,22,12292,60,Own,260,0.122077733788751,3,3,0.261039179415157,0,Auto,29,17,118411,16234,4729.91666666666,4,102177,0.197827957177324,324.179041829762,1,35.2
09/27/2045,27,56832,542,Employed,4,34665,60,Other,1235,0.211053001856728,3,1,0.372065666286173,0,Auto,20,22,95243,22422,4736,7,72821,0.282957296443329,1085.51618558358,0,58
09/28/2045,29,47083,581,Employed,3,28420,84,Rent,575,0.280213405794917,3,2,0.043863003256278,0,Home,30,12,35189,58476,3923.58333333333,5,3350,0.315504,842.451208502223,0,51
09/29/2045,36,29859,479,Employed,10,17908,36,Mortgage,607,0.290520792420774,3,0,0.263877923222952,0,Auto,17,11,76898,6294,2488.25,7,70604,0.282717933552664,743.3711764648,0,52
09/30/2045,27,48469,614,Employed,4,27655,36,Mortgage,336,0.170390552293839,2,3,0.0780609218411169,0,Auto,33,16,53803,9831,4039.08333333333,4,43972,0.164918669318107,978.996711303675,0,47
10/01/2045,34,95173,537,Employed,10,13563,36,Mortgage,78,0.513214888599149,2,0,0.363987499755737,0,Other,21,14,21626,188608,7931.08333333333,4,8055,0.211715153692664,512.182108470596,1,43.2
10/02/2045,25,47268,561,Employed,4,15028,24,Mortgage,611,0.31367751309776,5,0,0.339600909264724,0,Other,33,21,22522,71007,3939,5,7187,0.186209613197698,754.776078640163,0,61
10/03/2045,18,49089,584,Employed,0,33806,48,Own,431,0.579538249329663,2,1,0.483275556257277,0,Education,15,26,42311,19919,4090.75,4,22392,0.225164587455477,1074.59565063105,0,58
10/04/2045,52,37037,477,Unemployed,33,18926,48,Rent,494,0.42081394702102,2,1,0.21566906136965,0,Home,20,13,105198,12737,3086.41666666666,7,92461,0.237756013858104,614.676815461,0,55
10/05/2045,24,45766,430,Employed,0,53437,60,Mortgage,620,0.367759441442998,3,1,0.295634185973892,0,Auto,19,28,49700,16631,3813.83333333333,6,33069,0.316419304411168,1783.14689921498,0,53
10/06/2045,37,15000,624,Employed,14,7434,60,Rent,138,0.474980493198669,4,0,0.36677844913087,0,Auto,32,2,19655,22352,1250,1,10046,0.228743417706861,209.031608990771,0,58
10/07/2045,49,59289,607,Employed,28,6757,96,Rent,627,0.429627334198837,2,0,0.333360795950701,0,Debt Consolidation,26,4,66632,4226,4940.75,5,62406,0.242571860211541,160.019504998134,0,53
10/08/2045,32,29405,551,Employed,10,31566,36,Mortgage,779,0.0302536959541345,4,2,0.255586815425033,0,Debt Consolidation,23,29,71312,12433,2450.41666666666,6,58879,0.197000001694469,1168.28613058321,0,51
10/09/2045,30,44233,601,Employed,10,14039,36,Mortgage,359,0.0250670479014415,4,0,0.210766957921635,0,Education,27,27,739168,24820,3686.08333333333,4,714348,0.174877655119582,503.943284143687,1,37.6
10/10/2045,42,25111,589,Employed,22,56833,72,Own,862,0.202597073116525,4,1,0.310028884858846,0,Auto,21,11,54877,52517,2092.58333333333,2,2360,0.276694594679936,1625.3118249822,0,62
10/11/2045,53,67027,570,Employed,34,7896,36,Rent,366,0.284563430222794,5,0,0.102092629464203,0,Education,21,10,265034,90898,5585.58333333333,6,174136,0.238988096199551,309.363240428501,0,46
10/12/2045,25,132148,540,Employed,1,29251,60,Own,464,0.104535918106304,1,1,0.161618458558877,0,Home,19,4,13468,26702,11012.3333333333,3,2936,0.247048601466495,853.501644950142,0,50
10/13/2045,38,54068,629,Employed,13,29035,72,Other,290,0.262566919157859,3,1,0.120786379789959,0,Auto,20,2,33706,51612,4505.66666666666,6,7766,0.228019153093136,743.421361151423,0,57
10/14/2045,19,36190,509,Employed,1,30749,48,Other,593,0.275241381499895,3,1,0.223385713781122,0,Auto,22,16,91973,18169,3015.83333333333,6,73804,0.276688355611349,1065.84995174369,0,51
10/15/2045,35,246857,562,Self-Employed,9,20767,60,Other,482,0.0982177187543579,3,1,0.265457112712726,0,Education,23,28,187481,162124,20571.4166666666,2,25357,0.197559934017226,547.382769225361,1,41.6
10/16/2045,40,28801,493,Employed,18,18168,60,Mortgage,202,0.53750941233146,2,1,0.398442932272149,0,Home,23,11,142534,8756,2400.08333333333,4,133778,0.265067127871862,549.421802567528,0,59
10/17/2045,29,63088,536,Employed,6,9763,72,Mortgage,415,0.446767883924275,3,0,0.615372722343822,0,Debt Consolidation,25,26,63687,22482,5257.33333333333,4,41205,0.215415709054864,242.656797906901,1,47.2
10/18/2045,34,128867,621,Employed,14,13157,36,Rent,669,0.30082645535653,3,0,0.578907268803417,0,Education,32,3,348709,8577,10738.9166666666,5,340132,0.18703909616265,480.315893952308,1,40
10/19/2045,23,33579,564,Employed,0,23410,36,Mortgage,231,0.407955514849509,3,1,0.201484152941346,0,Auto,19,12,47822,98655,2798.25,8,3732,0.230785445557819,907.153211216392,0,54
10/20/2045,40,72442,543,Employed,17,8462,48,Mortgage,201,0.434740754914483,3,0,0.306348522187394,0,Debt Consolidation,35,5,76698,96536,6036.83333333333,3,7442,0.202584129015016,258.668219656237,1,45.6
10/21/2045,52,47820,612,Self-Employed,27,29969,96,Mortgage,350,0.303967810924194,5,1,0.248232369703066,0,Home,23,20,17723,26845,3985,5,8294,0.220132838024567,666.078508066068,0,53
10/22/2045,26,21349,514,Unemployed,1,21337,12,Mortgage,363,0.10358666560254,4,1,0.252462064683854,0,Home,28,23,189823,8688,1779.08333333333,3,181135,0.254907213551319,2033.04262499719,0,52
10/23/2045,32,34445,570,Self-Employed,7,42001,12,Rent,437,0.431361198961433,1,1,0.584879085808789,0,Auto,24,12,36763,13463,2870.41666666666,2,23300,0.238061187422987,3967.65783449942,0,63
10/24/2045,46,42157,500,Employed,25,26237,60,Mortgage,875,0.263431921154073,3,0,0.210739364216347,0,Debt Consolidation,21,15,62952,15820,3513.08333333333,4,47132,0.273015457177728,805.89080647973,0,53
10/25/2045,54,40613,603,Employed,32,24779,48,Own,404,0.204970816541061,0,1,0.183115873072938,1,Home,24,17,62344,99274,3384.41666666666,3,10238,0.18731203706333,737.384956450364,0,60
10/26/2045,22,15275,597,Employed,1,20148,60,Mortgage,383,0.116460345324025,2,2,0.334013184372877,0,Home,25,14,89758,49038,1272.91666666666,9,40720,0.1940684831,527.170970250483,0,55
10/27/2045,37,27579,479,Employed,13,12055,72,Own,255,0.208805727650201,6,0,0.267683150057103,0,Home,22,15,74689,31505,2298.25,9,43184,0.256568891764548,329.603670151811,0,54
10/28/2045,43,22300,568,Employed,20,10521,36,Mortgage,444,0.136276425603314,4,0,0.0982144037095325,0,Debt Consolidation,21,14,307767,13966,1858.33333333333,8,293801,0.195305749434655,388.486147376899,0,45
